username,text,likes,datetime
username,Min data yg di sini sama di web lebih update yg mana?,0,2020-09-03
username,Tekkeeeee akeh r,0,2020-09-03
username,"Min, tolong cek dm saya...🙏",0,2020-09-03
username,"Do ngeyelan makane, mudahan cpt ilang dr semarang",0,2020-09-03
username,"Naik turun,,, ya Allah,,, mbok ya do sadar,, aku sing ning omah trs, gemes karo sing sok nongkrong2,,",5,2020-09-03
username,Sebenernya yg bikin naik apa sih?,0,2020-09-03
username,Mohon protokol kesehatan d ketatin Pak @username,3,2020-09-03
username,Jangan panik 🤣,0,2020-09-03
username,⬅️ Semangat warga kota Semarang,1,2020-09-03
username,👍,1,2020-09-03
username,"Maaf saya bingung lihat web siagacorona semarang, tgl 1 sep yg meninggal 685 orang, yg tgl 2 sep kok bisa turun jadi 630 orang. Data meninggal yg ditampilkan di situs kan kumulatif, bukan meninggal harian kok bisa turun. Mungkin perlu diperbaiki / salah input data",0,2020-09-03
username,Mimin @username kamis ki tanggal 03/09/2020 tow.....auto lirik kalender nih...,0,2020-09-03
username,Kemaren tetangga depan rumah saya meninggal.. Diagnosis komplikasi gula/pembengkakan jantung.. Nginep di rs 10 hari.. Meninggal td malam.. Tp pemakaman dengan protokol kesehatan.. Jam 2 dinihari....,0,2020-09-03
username,Semangat sehat utk warga semarang....💪,2,2020-09-03
username,Krapyak zona merah kuudu waspada,1,2020-09-03
username,Semarang barat tambah terus.. Krapyak kog jd 8? Hadeh😱,0,2020-09-03
username,Ayoo semarang tengah isoh yo.. mudun sitik2 lah angger ojo nambah,0,2020-09-03
username,Astaga,1,2020-09-03
username,Ini yg bikin banyak dr luar kota 🙄,0,2020-09-03
username,Randusari kok nambah lagii :((,0,2020-09-03
username,Akeh kreakk seng kakean glayab makane tambah meneh,2,2020-09-03
username,Alhamdulillah farros,0,2020-09-03
username,Nice pak 😂😂,0,2020-09-03
username,Tlogosari selalu terdepan👍👍😂😂🤣🤣 salam gass poll,0,2020-09-03
username,Efek si ikan yg viral 🙈,0,2020-09-03
username,Kok tmbah banyak 😰,1,2020-09-03
username,Pak untuk semarang barat ketat lagi pak perlu ada oprasi giat pakai masker dan oprasi jam malam @username,0,2020-09-03
username,Alhamdulilah tambak aji 0 kasus👍,1,2020-09-03
username,Semarang Barat 😩😩😭😭,0,2020-09-03
username,"dolan yo dolan, liburan yo liburan, tapi jgn lupa sama protokol kesehatannya, ben ttp aman dan sehat, ojo angel tuturane ngono lho",3,2020-09-03
username,"Wes mboh kapan bar e.. Seng kere tmbh kere, seng sugih ngelu golek utang go bayar gaji, operasional perusahaan",1,2020-09-03
username,"Wonosari-Ngaliyan ada cluster apa nggeh? Syukurlah Bringin mulai turun jauh, semoga menjadi pembelajaran kasus cluster sebelumnya. Semangat 3M (pakai Masker, Menjaga Jarak, Mencuci tangan pakai sabun)",0,2020-09-03
username,total kasus kota semarang berapa ya?,0,2020-09-03
username,"Waduh, naik lg",0,2020-09-03
username,Cek @username,0,2020-09-04
username,Alhamdulilahh ❤,1,2020-09-04
username,Krapyak ku dari 8 ke 10,0,2020-09-04
username,Semoga. Dibawah 50 secepatnya lur,0,2020-09-04
username,Ngalian trn terus 👍👍👍,1,2020-09-04
username,"kalo ada tetangga yg positif covid, prosedurnya bagaimana?",0,2020-09-04
username,Kalo tempat rapid test dikota Semarang dimana aja nggih 🙏,0,2020-09-04
username,"Mau tanya banyak nih min, trus kalau seseorang yang terkena silent hipoksia dan tidak tertolong di rs, kemudian seseorang yang meninggal masih dan hasil swab belum keluar itu semua menggunakan protokol kesehatan kah ?",0,2020-09-04
username,Itu maksutnya menurun ya yg positif,2,2020-09-04
username,Krapyak tiap hr nambah terus... 😔😔,0,2020-09-04
username,"Randusari dari 3 jadi 1, Alhamdulillah",0,2020-09-04
username,"Dari website siagacorona semarang, total kasus 2 September 2020 sebanyak 6115 dan total kasus 3 September 2020 sebanyak 6232, maka di tanggal 3 September 2020 ada penambahan kasus baru sebanyak 117 orang? Apakah benar?",0,2020-09-04
username,mimin oleng ikiiiih... tgl ama hari gak sinkron😁😁😁😁,0,2020-09-04
username,Tgl 4 atau hari kamis min....🙏,1,2020-09-04
username,Turun nya. Pelit amat lur,0,2020-09-04
username,Mbok ndang bar ngono lho,0,2020-09-04
username,"Min kalo pasien yang karantina mandiri, setelah selesai apakah harus test swab lagi?. Makasih mimin yang baik..",0,2020-09-04
username,⬅️ Nahhh... 👍 Bener iki videone sing iki. Sangat selaras dengan kampanye protokol kesehatan... 😍😍,0,2020-09-04
username,"Semarang, yoh iso yoh",2,2020-09-04
username,Di @username 2000 an 🙄,0,2020-09-05
username,Alhamdulillah semoga kel bululor bersih terus 🤗,2,2020-09-05
username,Corona Hilang Sebelum Natalan Amin🙏,8,2020-09-05
username,"Ayok Pak.. Bu.. Mas.. Mbak.. warga @username saat ketemu warga yang ngga pakai masker didenda yokk.. Sebagai dukungan protokol kesehatan @username , Tetangga tenang suasana senang",0,2020-09-05
username,Semarang Barat 😭😭 Krapyak cluster apa ya,1,2020-09-05
username,Dari keluarga terdekat apa harus isolasi mandiri..jika diketahui ada riwayat seperti disebutkan diatas..mengingat blm sempat di sweb..,0,2020-09-05
username,Yesss Semarang utara bisa...Panggung Lor dan Kidul akhir nya 0 👍,0,2020-09-05
username,Smg Isa turun bnyk lgi ya Allah....🙏,3,2020-09-06
username,Semarang barat membaraaa..,0,2020-09-06
username,Iki datane Seko ndi to Janne?? Patokannya apa???😁,0,2020-09-06
username,Pakintelan Gunungpati baru 3 hari udah hilang yg positif,0,2020-09-06
username,Semoga Semarang bisa sekolah lagi ..soalnya gak paham kalau belajar di rumah,2,2020-09-06
username,"Tes swab nya sdh brp,tdk pernah di unggah",2,2020-09-06
username,semoga lekas sembuh semuanya... dan pandemi lekas berlalu. amiiiin,2,2020-09-06
username,@username Kelurahan Muktiharjo Lor ikut mana ya min.?,0,2020-09-06
username,Yoh iso yohhh...,0,2020-09-06
username,Waduh kmrn sekaran 0 skrg lgsg 3,1,2020-09-06
username,Alhamdulillah .. Semoga selanjutnya jg turun terus .. Aamiiin,0,2020-09-06
username,Kalau total (kumulatif) Semarang berapa ya?,0,2020-09-06
username,Kok 476 lg kpn turunnya luur.....😭😭,1,2020-09-06
username,Alhamdulillah Kel. Tembalang 0,0,2020-09-07
username,Sembar..corona karo macet e nambah terus..,0,2020-09-07
username,Sekaran harus waspada ini...sudah nongol lagi,0,2020-09-07
username,Sembar membara😪😭😭 cepet pulih sembar angka nya supaya lekas turun,0,2020-09-07
username,Edan ah😶,0,2020-09-07
username,Ada apa dgn Krapyak?,0,2020-09-07
username,Semarang barat tambah edyann,0,2020-09-07
username,Banyumanik riskan....😭😭,1,2020-09-07
username,Semarang barat nambahnya kenapa ya dn khusus kalibanteng kulon kok bs banyak tertular gara2 apa ya,0,2020-09-07
username,Pedurungan turunn..🙏,0,2020-09-07
username,@username efek sak arah?,1,2020-09-07
username,Smrg barat napa @username,0,2020-09-07
username,"Krapyak 11, Tambak Harjo 1 😱",0,2020-09-07
username,"Min, ini endak jumlah kasus baru per hari to min ??, bberapa keluarahan ada yg nmbah kasus baru, dan lebih dari 2, di gambar ini hanya menampilkan jumlah pasien yg positip, ditampilkan kasus baru harian min, ben pada waspada",3,2020-09-07
username,"Apakah di @username tersedia piring gizi dari Kemenkes ? Dan jika ada, bolehkah warga mendapatkan secara gratis? Terima kasih",1,2020-09-07
username,Aku udh ikutan min,0,2020-09-08
username,Gak bakalan sselesai ini viruss. 😩,2,2020-09-08
username,Aduh jaga jarak ni.....😎😎😎,0,2020-09-08
username,Di metro TV kok beritanya Semarang tertinggi di Indonesia?,2,2020-09-08
username,Perlu adanya penekanan Jogo Tonggo lagi🙏,0,2020-09-08
username,"Bukannya 2.000-an kasus aktif? Mgkn yg ga terdeteksi dkk atau area kerjanya berbeda dgn pusat, jd pegangan data berbeda.",1,2020-09-08
username,"besok pasti ada yang terkaget kaget lagi dipusat disebut 2591 kasus aktif di semarang, sakjane wingi kae wis koordinasi antara pusat dengan daerah digenahke atau belum? 🤦‍♂️",6,2020-09-08
username,Yng tau Semarang Barat kenapa ya? ?,0,2020-09-08
username,sembar...ya allah 😥😥,2,2020-09-08
username,"Kok teng tv diberitakno malih Semarang punya kasus tertingi se tanah air, kados pundi Min? Nopo data sing jarene ajrng direkon kolo emben dereng saged klop?",4,2020-09-08
username,"Min SemBar tu kluster apa ya, kok tinggi terus bbrp hari ini?",3,2020-09-08
username,Lawuh sambel min wayah covid kok menu sehat yo ngentekke duit. Mending gawe menu ngirit saat covid aku tak melu min,0,2020-09-08
username,"Pecel, peris kamgkung. Jos",0,2020-09-08
username,🤦,0,2020-09-08
username,Anak tetanggaku barusan terkonfirmasi meninggal karena corona ..tingga d tlogsari.keluarganya yg tinggal di kelurahan miroto tdk ditracking ya,1,2020-09-08
username,"Mngcwkn😢😢😢,np naek😪😪😪 org smrg bnyk yg g pke masker jg di jlnn....PGN aq taboki🔥",0,2020-09-08
username,"Masih banyak orang enggak pakai masker, terutama yang lagi merokok, naik motor sambil merokok....mungkin saat yang tepat untuk tegas membatasi rokok...ayo dong yang tegas",1,2020-09-08
username,Berita satuan tugas Hari ini case aktif Kota semarang tertinggi Di Indonesia.???,0,2020-09-08
username,Midun ne. Pelit. Munggah e. Okeh,0,2020-09-08
username,@username,0,2020-09-08
username,😭😭koq msih blom sadar sih??,0,2020-09-08
username,@username,0,2020-09-09
username,mumetttt mumettt,0,2020-09-09
username,kenapa data tidak bisa sinkron ???,0,2020-09-09
username,Kasus aktif apakah data dari RS aja atau termasuk yang karantina mandiri di rumah yaa? Menurut saya penting juga memcantumkan data yang karantina mandiri biar masyarakat lebih waspada lagi untuk slalu menerapkan protokol kesehatan,0,2020-09-09
username,Itu dah dijelasin selisih jauh beda aku percoyo nek semarang wae intine kui titik,0,2020-09-09
username,Data penting bisa beda...??? How come? Yg benar yang mana trus?,0,2020-09-09
username,Sing bener ki sing ndi to yooo...mbok ora do marai resah gelisah gundah gulana ngono,0,2020-09-09
username,Haddeeeeeh...,0,2020-09-09
username,Sumbernya pusat dari mana ya?,0,2020-09-09
username,Tenan e?,0,2020-09-09
username,"Mohon lebih dijelaskan lagi, saya masih belum paham dgn angka dari pusat 2669, tetapi 1467 tidak ditemukan dan 927 sudah non reaktif dan yg aktif 474??",0,2020-09-09
username,"udah biasa data beda, jangankan data penyakit, dana blt, kis, kip aja beda wkwk",3,2020-09-09
username,nah iki... tenan toh,0,2020-09-09
username,La trus pusat dpt data dr mana jal,0,2020-09-09
username,Kelemahan birokrasi di Indonesia cm data..,0,2020-09-09
username,Makasih minkes dan tim sudah berusaja keras untuk memverifikasi datanya.. 👍👏👏,4,2020-09-09
username,Bikin panik masyarakat smrang ajj . Mngkin yang dipusat blm diperbarui jdi smisal data daerah nambah dipusat ikut nambah tapi ketika didaerah turun mngkin dipusatnya blm diubah/diganti pertiap harinya .,5,2020-09-09
username,Wah ra genah ik.... Katanya ga boleh bikin panik masyarakat pye sih,0,2020-09-09
username,@username,0,2020-09-09
username,Done min,0,2020-09-09
username,Min apa betul posyandu sudah diperbolehkan untuk dijalankan lagi?rawan ga ya buat bayi balita berkumpul?,0,2020-09-09
username,@username,0,2020-09-09
username,Lha iki jane koordinasine piye to ? Ora tau ngobrol po cocok cocokan data po pak ? 😪,0,2020-09-09
username,"Bisa makan sama telur dari bantuan provinsi, sudah Alhamdulillah Pak",0,2020-09-09
username,Malah munggah terus lur,0,2020-09-09
username,"Jika saya tidak salah menafsirkan pengumuman pemerintah pusat terdiri dari : keseluruhan yang pernah dinyatakan positif korona, yang dinyatakan sembuh dan yang meninggal. Sehingga bisa jadi jumlah yang pernah dinyatakan positif mencapai ribuan tentu saja sudah ada yang sembuh dan ada juga yang meninggal.",0,2020-09-09
username,Min..mau tanya tentag imunisasi BIAS apakah betul murid2nya yg suruh datang ke puskesmas..katanya petugasnya gak boleh ke sekolahan?,1,2020-09-09
username,"Jd mempertanyakan, data yg dipake pusat data kapan, data jateng data kaoan n data semarang data kapan. Ngga ada klarifikasinya, cm kaget2 doank 😎😎",2,2020-09-09
username,Menunggu penjelasan,0,2020-09-09
username,Iya kok terulang lagi beda datanya. Mbok iya o ada klarifikasi yg jelas baik dr kota maupun dari pusat 😭😭,1,2020-09-09
username,"Ya Allah kec, tugu nambah lagi",0,2020-09-09
username,min datamu kr pusat kok beda to min... yg bener yg mana min??mohon pencerahan yaa min makasih,0,2020-09-09
username,Data dengan corona jateng prov juga beda,0,2020-09-09
username,"Sepedanya keren, xiaomi himo c20",0,2020-09-09
username,"Doa nya biar Semarang segera bebas dari Corona. Tapi pada kenyataannya berbeda jauh sekali. Masih belum jaga jarak, tidak menggunakan masker dan tempat wisata sekarang rame lagi. Semua kembali ke pribadi masing². Ayo kalo mau bebas dari virus Corona lakukan hal² yg sudah disuruh sama pemerintah. Kita bantu pemerintah dan tenaga medis dengan cara sederhana tersebut.",2,2020-09-09
username,Apa tidak ada Kordinasi antara Pusat dan Daerah...Data kok Ngak singkron...Ngasih Data ke Rakyat kok ngak pakem yang mana...@username @username @username,4,2020-09-09
username,Barat becanda😢,1,2020-09-10
username,"Krobokan ktnya kluster wrg makan ya. Ya emang skrg bnyak yg sdh remnya blong lupa kl msh ada covid. Jajan nongkrong ga pake masker. Terbukti bnyk foto2 bertebaran dimedsos yg keadaannya demikian. Miris kl masy ga disiplin ,satu2mya hqrapan cm vaksin itupun tdk bs 100 persen.ya",3,2020-09-10
username,"DKI PSBB (lagi), apakah kota Semarang ada rencana untuk PKM lagi? atau malah sekalian PSBB juga, karena saat PKM 3 bulan lalu grafiknya nampak tidak melandai, ya?",1,2020-09-10
username,Seneng klo anak bisa sekolah lagi....tp kan msh zona merah !!!,0,2020-09-10
username,@username,0,2020-09-10
username,I stand for Dinkes Semarang 👍 mantap pokoke.. tetep semangat utk mengedukasi protokol kesehatan semoga ada denda / sanksi tegas bagi yg melanggar agar pandemi ini cepat selesai,1,2020-09-10
username,Moduse kok koyo penggandaan KTP...peh menjelang pilkada 😂😂 gondes,0,2020-09-10
username,Wah kok dr pusat belum ada verifikasi atau klarifikasi ya hem parah bet dah atau jgn2 data di pusat gak sinkron ke masing2 daerah di indonesia hem perlu di panggilkan abang tukang bakso bawa walkie talkie,0,2020-09-10
username,Kok gag ada tindak lanjut dr pusat ya...yg benar data siapa nih...???,5,2020-09-10
username,@username @username,1,2020-09-10
username,@username,2,2020-09-10
username,"Ayo, SEMARANG,,,KAMU BISA 💪🇮🇩💪!!!",1,2020-09-10
username,Dkk semarang joss..👏👏,3,2020-09-10
username,"Pak @username , mohon di kaji ulang utk anak skolh bisa masuk skolh dlm kondisi sprti ini,soalnya kmrn saya sdh tnd tgn surat ijin dr wali murid utk anaknya bisa kesekolah lagi,,Jakarta aja psbb lagi loh pak",1,2020-09-10
username,@username .. krobokan py kwi ko..,1,2020-09-10
username,Kapan mau tegas sama orang yang enggak mau pakai masker ??????????? Masih banyak orang yang ngaboti rokok ketimbang pakai masker,13,2020-09-10
username,"masih banyak org2 ya gk pke masker diluaran sana ,, blm ada kesadaran masing2 personal 😢😢",0,2020-09-10
username,Tolong dong yg udah kena jangan isolasi mandiri 😭,0,2020-09-10
username,Kok bisa ya data serba online tapi ga relevan antara tingkat kota dan pusat. Terus harus percaya pada laporan siapa ya kalo gini. Duhhhh,5,2020-09-10
username,Apalah dayaku hny kaum rebahan 😂😂😂,0,2020-09-10
username,Admin @username bisa minta file ai/cdr.nya buat kami cetak untuk kampung siaga candi hebat???,0,2020-09-10
username,Kapan sepedaan lagi pak Kadis?,0,2020-09-10
username,Wah apakah ini menandakan hubungan pusat dan daerah belum terjalin dengan baik?,0,2020-09-10
username,"Ayo.....ayo...jaga kesehatan ditingkatkan trus ya, kita harus percaya SMG bisa melewati semua ini dengan baik. Sehat semua ya oke siip",0,2020-09-10
username,Gk ada niat buat swab tes tiap rumah gitu to? Biar rata juga datanya😶,1,2020-09-10
username,4 hari naik terus. swt,0,2020-09-10
username,Sekolah anak ku AA bsb udah ada edaran ni klo bersedia tatap muka.,0,2020-09-10
username,Psbb lagi 😝,0,2020-09-10
username,"Ki Pye to koq Munggah trus😪😪🤦💆,pda ndableg.....klayapan g pke masker tanpa jga jarak🔥🔥🔥",1,2020-09-10
username,Berapa jumlah pemeriksaan spesimen Kota Semarang per hari ?,0,2020-09-10
username,YA ALLAHH GISIKDRONOO😭 NAIK BANYAK BGT,0,2020-09-10
username,@username min cek DM ya...,0,2020-09-10
username,@username,1,2020-09-10
username,"Kayak nya krapyak banyak karena klaster takziah karena beberapa waktu lalu ada yg meninggal tetapi ada takziah eh bebrapa hari setelah pemakaman hasil menyatakan positif , yang takziah isolasi mandiri tetapi ada yang positif . Gang nya yang meninggal juga ditutup dan pedagang ada yang libur",2,2020-09-11
username,@username Pak ini data masih naik terus tapi kenapa wali murid udah pada disuruh ttd ijin masuk sekolah ?,5,2020-09-11
username,"🙏terus semangat, optimis dan berserah",5,2020-09-11
username,Alhamdulillah,0,2020-09-11
username,Duh... Nambah meneh...,1,2020-09-11
username,Jateng per hari ini 566 dmn aja,0,2020-09-11
username,Semarang barat kok tambah terus??? Merah membara.,3,2020-09-11
username,Tanya : Krobokan ini apa krn penemuan klaster baru yg warung bu fat itu ya? @username,0,2020-09-11
username,"Emangnya orang yg terpapar covid itu ""AIB BESAR ?"" Seperti orang yg kena penyakit Kelamin ? Temanku untuk kebaikan dan kepentingan bersama justru mengumumkan pada khalayak lewat semua medsos kalau dia positif covid",3,2020-09-11
username,@username,0,2020-09-11
username,Gak bkln selesai ini virus😩,1,2020-09-11
username,Kok Munggah trs Ki lho,0,2020-09-11
username,Semarang utara...panggung Lor...aa apa ini?,0,2020-09-11
username,"Sebenernya siapa saja nama pasien yg terpapar itu kalian sebagai masyarakat ga usah terlalu pusing, kalau memang tahunya dari pihak rt dsb e coba deh gotong royong buat mbantu pasien maupun keluarganya, njur jangan nyebarin nama² pasiennya kek gitu, please setauku dimanapun tempat apapun penyakitnya data pasien itu bersifat privasi, (tolong koreksi kalau sya salah), toh kalaupun udh terlanjur kesebar namanya kalian g perlu kepo jg atau sampai panik, misalkan itu memang tetangga kalian atau keluarga kalian pasti juga akan kelacak kok, kalaupun toh memang benar tugas kalian itu mensupport, dengan cara apa, satu njaga perasaan mereka, ojo diomong pedes, ojo dirasani, ojo disalahno, misal ada kluarga yg isolasi mandiri support kebutuhan makannya, entah makanan siap makan maupun bahan siap masak termasuk sayur, ojo ming beras mbe indomie mesakno g ada gizine, minimal itulah,",2,2020-09-11
username,"Oh ya nek kalian lihat atau menemui orang lagi di swab tuluuung bgt ojo sampe dishare, apalagi direkam dimasukne sosmed, please ga ada tujuane🤣",0,2020-09-11
username,"Semarang itu bukan Kota Besar tapi Kampung Besar.. apa sih yang gak heboh.. Jangankan dapat corona.. gak dapat BST heboh, dapat sembako heboh... Tapi mereka yang suka bikin heboh itu gak peduli Protokol Kesehatan. ⛑️",2,2020-09-11
username,"Jamannya seperti ini, alangkah baiknya sebarkan aja semangat ben rajin kerjo/belajar tapi ya tetep ngati2 ben imunitas terjaga, ngunu lo lurrrr",0,2020-09-11
username,Ayo Semarang bisa tuntaskn aman dr bencana ini ......Aamiiin 🤲🤲🤲🤲🤲,1,2020-09-11
username,"Ayo....ayo...tingkatkan jaga jkesehatannya, SMG pasti bisa zona hijau",0,2020-09-11
username,toko apa di subali raya???,0,2020-09-11
username,"ujian tengah semester pun, anak saya tatap muka setiap hari.. apakah bs mjd pertimbangan ini?? Di sekolah negeri lain sy liat Ujian Tengah Semester anak2 mengerjakan dirmh, ortu yg ambil soal ke sekolahan.. @username @username",0,2020-09-11
username,Ora jamane bantah bantahan,0,2020-09-11
username,"bagi yg warga semarang ya percaya sama dkk semarang aja, wong dari semarang juga yg nangani covidnya, masa ibarat kmu di rawat dokter A, tapi kmu masa percayanya sama dokter B?",0,2020-09-11
username,"Mgkin bs di detailkan lg, data yg isolasi d rmh,di rumdin/rmh²,bahkan hotel yg buat isolasi,sama seluruh pasien di rawat di rs² kota smg mind.",0,2020-09-11
username,"Min, dishare aja nama2 dan klaster untuk orang2 yg positif covid. Jadi yg lainnya bisa aware",1,2020-09-11
username,Dara swab/pengetesan yg reaktif mn.klo jkt sdh 4x standart w h o. Kt hrs tetep waspada.toling diperketat lagi pake masker dan jaga jarak.sptnya org sdh abai,0,2020-09-11
username,"Krobokan masih ter atas,,",1,2020-09-11
username,"Data data mulai aneh guys.. g cuma di jateng. Di prov banten juga aneh, antara provinsi dgn kota serang. Jadi data yg bener gmn ini😁😁😁😁",1,2020-09-11
username,"Naik lagi. #semarangmemanghebat :""",0,2020-09-11
username,Bringin naik lagi kluster apa ya,0,2020-09-11
username,Ayooo SEMARANG ndang SEHATTTT MENEHHHH 🙌,0,2020-09-11
username,hayoo wani tes swab massal opo rak? dino iki wes ketambahan 18 positif Covid-19 maneh lho,0,2020-09-11
username,Ini yakin mau pembelajaran tatap muka y🙏,0,2020-09-11
username,siap-siap ketambahan klaster baru,0,2020-09-11
username,"Mau tanya min admin data ini apakah bisa dipertanggung jawabkan,terus proses pengambilan datanya itu seperti apa??@username",0,2020-09-11
username,Semarang barat merah membara......😭,1,2020-09-11
username,"Sama halnya pusat bilang Jakarta tersedia ruangan untuk pasien, tapi Jakarta blg ruangan sudah nyaris penuh😒",0,2020-09-11
username,"Jmlh total turun tapi kenapa Bringin, nglyn malah naik lagi...ayooo disiplin memakai masker ketika keluar rumah#hindarikerumunan dan pastinya kalo lagi kumpul jangan pernah lupa #jagajarak dan #rajincucitanganpakaisabun , semangattt kita putus rantai penyebarsn covid19 mulai dari diri kita pribadi 😘",2,2020-09-12
username,"Kecamatan Mijen yang kel. Kedungpane itu cluster mana ya min, tak pantau kok naik terus, saya tinggal di kelurahan tersebut soalnya 😢",0,2020-09-12
username,@username alhamdulillah udah menurun,0,2020-09-12
username,"ya Alloh sembuhkanlah para pasien"" yg sedang terpapar covid di seluruh dunia💞 semoga para korban tetap tegar dan kuat dalam menghadapi musibah ini, serta semangat terusss untuk sembuh 💞 saya selalu mendoakan untuk semuanya... jangan prnh berkecil hati krn stigma, yang terpenting adalah bisa kembali sehat🤲",4,2020-09-12
username,#JatengJanganTerlaluGayeng,2,2020-09-12
username,👍,0,2020-09-12
username,"Klaster apa lagi ini bringin 😢 perasaan klaster yg kemarin udah mulai turun turun, tautau naik lagi yaAllah 😢",1,2020-09-12
username,Bisa di cek dimana ya. Lihat berapa orang yg di tes PCR perhari nya.,0,2020-09-12
username,@username,0,2020-09-12
username,Smoga daerah bubakan Mijen besok gak bertambah...ada event balapan trail ramai banget,1,2020-09-12
username,"Dari hari senin sampek ke jumat krobokan nambah truss min 😭 semoga segera dipulihkan semuanya, kedepan krobokan dan semuanya bisa terbebas dari virus ini, aamiin yaa Allah aamiin 😭😭",0,2020-09-12
username,Kenapa sendangmulyo tinggi terus ya? Apa ga ada upaya/tindakan untuk mengurangi penyebaran covid?,1,2020-09-12
username,Done! Sudah ikut meramaikan even ini minkes... Sudah tag @username juga.. Kemarin.. Check it out💜,0,2020-09-12
username,Good job😍 lanjutkan daerah pinggiran pantai seperti tambak Lorok dan sekitarnya😄,0,2020-09-12
username,Min td mlm yg viral lomba lari d pahlawan gmn itu.rame bgt😂,0,2020-09-12
username,"Detik dan Kumparan sudah naikan berita ini , jadi ada kluster disana sebenernya betul atau tidak min ?",0,2020-09-12
username,Sangat disayangkan....yang tau data² nama² kan pihak DKK&puskesmas....gak mungkin orang luar tau,0,2020-09-12
username,coba kalian buka warung makan terus di beritain begitu.bagemana perasaan kalian para netijen yg baik🙂 astagfirullah,0,2020-09-12
username,Min @username itu maksudnya +166 luar kota itu apakah sudah termasuk dalam jumlah 570?,0,2020-09-12
username,"Mulai byk berita hoax,, apa gara2 mau menjelang pilkada ya min? @username 😄",0,2020-09-12
username,Apa kabar dg kerumunan balap liar cah nom2 kae...kasus jg naik turun koyo lift...Jangan ada dusta di antara kita...Hanya Tuhan lah yg tau...,1,2020-09-12
username,@username hoax lur,0,2020-09-12
username,Looh kok meh mbalik 600 maning,0,2020-09-12
username,Min @username intinya benar ap engga ad cluster disitu ????? @username @username penjelasannya abu2.. g bahas nama cuma bener ap engga,1,2020-09-12
username,"Semoga g ada kluster baru dgn nama ""pilkada"" hayuk d rumah saja, g usah ikut rame2.. Klo nyoblos y sesuai protokol kesehatan WHO..",0,2020-09-12
username,😍,0,2020-09-12
username,"Mari tetap bersatu......pasti kita bisa....tuk saling mengingatkan, tdk boleh jemu.....ini semua juga untuk kita bersama......🙏🙏",0,2020-09-13
username,Mksh infonya....mari kita sama2 dukung n saling mengingatkan....tuk protokol kesehatan....jangan putus asa....mari bersama-sama....pasti bisa 🙏🙏🙏,3,2020-09-13
username,"Pandemi sudah 7 bulan,masak masih sosialisasi,saatnya tegas !",3,2020-09-13
username,"Dikasih sangsi langsung aja bisa ngga yaaaa @username...denda aja. Banyak yg ndablek gitu kok...gemes lho nontonnya...kasian mbak2 yg kasih edukasi...atau kasih sangsi administrasi,ngga bisa perpanjang SIM kek,ngga bs buat perpanjang paspor kek...skrg lsng tindak tegas,jgn terlalu menye2 sama warga yg ndablek kek gitu...😤😤",3,2020-09-13
username,"Kasi penyuluhan di wilayah bandarharjo saja dulu jangan jauh"" @username",1,2020-09-13
username,"Betul,ayoo ditegaskan sanksinya...kapan bisa turun. Sebelnya lagi,pembeli kalo masuk toko ,masker langsung geser ke dagu/leher. Ditegur malah tersinggung....hadeehh",1,2020-09-13
username,Hari ini di pemancingan sebelah perumahan greenwood mengerikan😢 pada kumpul2 banyak yg gak pake masker...gak jaga jarak... Ijin keramaiannya gimana itu pengelolanya...😢,1,2020-09-13
username,"Krn bnyk yg blm sadar ga pake masker saat ditmpt umum. Udah capek negur, solusi nya setiap ke tmpt umum selain pake masker sm oake kacamata fc . Hehehe",0,2020-09-13
username,"Sekedar ide saja.. mungkin patroli masker sebaiknya juga melibatkan tim medis. Orang yg ketahuan tdk pakai masker, tdk hanya diberi sanksi sosial, tetapi langsung di-swab juga oleh tim medis, begitu juga orang-orang yg saat itu berinteraksi dengan si pelanggar protokol kesehatan tsb.",0,2020-09-13
username,wes kadung TUMAN...,0,2020-09-13
username,🙏🙏,0,2020-09-13
username,"Naik turun...ngeri...ayo mbok podo sadar, pakai masker, jaga jarak, jangan kumpul², cuci tangan pakai sabun..",0,2020-09-13
username,kelurahan Ngemplak Simongan kok gk terdaftar ya. ...trmkasih,1,2020-09-13
username,Krobokan kok akeh ya???,0,2020-09-13
username,"Krobokan , bringin ⬆️",0,2020-09-13
username,"min , lebih baik dibuka sih ada atau ngganya , kalau posting gini malah jadi ada “lho kan yang di krobokan hoax” , mending kalian jujur , jadi orang lebih aware , karena masyarakat semarang banyak yang masih ngga percaya corona dan tidak berprotokol kesehatan",1,2020-09-13
username,"Minkes @username, kenapa nyebutin nama WR Makan nya? Itu membunuh ekonomi pemilik dan pegawai nya lhoooo. Dulu di swalayan *** cuma nyebut salah satu swalayan di Semarang....",0,2020-09-13
username,#JatengJanganTerlaluGayeng #BersatuLawanCovid19,1,2020-09-13
username,"Hai min, seharusnya di-update juga berapa pasien yg sudah sembuh. Jangan yg terpapar melulu. Biar ada motivasi, oh ini yg sudah sembuh sudah banyak lho, ""ayo yg sakit semangat, masih banyak harapan"" 🙏",0,2020-09-13
username,"Min... Selain pasien yg positif, hrsnya di update jg pasien yg meninggal di breakdown per kelurahan jg dong.. Biar warga sekitar waspada, utk edukasi dan mengingatkan bhw Covid mematikan dan daerahnya udh byk yg meninggal",1,2020-09-13
