text,label,username,likes,datetime
Semoga besok uda 0 kasus ya 🙏 jgn ada lg yg terinveksi covid19 udahan yaaaa.. jgn ada lg updatean kasus covid lg.. kasian byk yg kelaparan diluar sana & kehilamgan pekerjaannya 😇,positive,username888,2,2020-10-17
Astaghfirullah 😭😭😭,negative,username889,0,2020-06-20
Puji Tuhan @username,positive,username890,0,2020-07-12
manyaran kenopo kui nambah teroos,negative,username891,0,2020-10-01
Mba @username what 'bout this?,neutral,username892,0,2020-06-03
Wilayahqu kok bisa smp 7 ik,negative,username893,0,2020-06-29
"Min....please, dikondisikan Tembalang jgn sp semakin menyebar...kwatir spt Kudus Min....msh byk emak2 yg kumpul2 pengajian dll tp prokes minim...kepasar dan belanja podo nggak gae masker juga sambil ngerumpi asyik....,",negative,username894,2,2021-06-13
Astaghfirullah pedurungan merahnyaaaaa,negative,username895,0,2020-12-02
Tahap kedua siapa yg dapat?,neutral,username896,0,2021-01-18
"Naik naikkk ????,",negative,username897,0,2021-06-10
Gasss polll meduuunnn,positive,username898,0,2021-01-21
Wes dadi pinky maneeeh..😂😂.,negative,username899,1,2020-11-20
Puji Tuhan...😇,positive,username900,1,2021-01-19
Heh...,neutral,username901,0,2020-11-25
Udah lari pg,neutral,username902,0,2020-11-01
Sa galon lur,neutral,username903,0,2020-10-14
Alhamdulillah nongkosawit sudah g ada 😍😍😍,positive,username904,0,2020-08-23
"Mksh infonya....jangan bosan tuk.slalu mengingatkan....ini semua tuk kita bersama.....jaga stamina, tetap smangat....🙏🙏🙏",positive,username905,0,2020-10-25
assalamualaikum saya sutriyanto tenaga kesehatan di RSUD Limpung kab. BATANG ijin bertanya.. apakah perlu isolasi mandiri 14 hari jika kita sudah di swap walaupun hasilnya negatif terimakasih,neutral,username906,1,2020-08-24
"@username rene ra,",neutral,username907,0,2021-06-17
"dan pagi ini minggu, dalam kota menjadi 536 (naik sekitar 100 dari angka diatas) dan luar kota 369 (naik 70an dari angka diatas) Total 905 ??,",negative,username908,0,2021-06-06
Waduh semarang utara😢,negative,username909,1,2020-09-30
@username,neutral,username910,0,2021-01-01
Tumben belum update yg hari ini. Apakah bertambah? Atau berkurang?,negative,username911,0,2020-06-09
"Sy pelayan publik dr pusat terapi anak berkebutuhan khusus mulia kids sdh 1 bUlan lebih dr kantor mengajukan surat ke dkk lt8 utk percepatan vaksin..sampai sekrg blm ada responnya.sudah sy tanyakan katanya menunggu giliran..pdahl sentra vaksin di buka di mana mana...tp saya dan teman2 tdk bs mendapatkan vaksin tsb .mohon solusinya.suwunn,",negative,username912,3,2021-06-15
"Jangan pada heran klo jumlah positif covid di Semarang bertambah , karena ini yg di inginkan masyarakat kita yg pingin bebas mau ngapain aja, suka2 kita, gk mau mematuhi aturan Pemerintah kita, so di nikmatin aja guys",negative,username913,4,2020-06-09
Wes turun,positive,username914,0,2020-07-13
"Tetap jangan bosan tuk slalu mengingatkan, tetap smangat tuk kita bersama....pasti bisa.....jaga stamina semuanya....ayo kita bersama-sama...pasti bisa.....tetap protokol kesehatan pola wajib.....mksh infonya 🙏🙏🙏",positive,username915,1,2021-01-12
"Yth admin @username Pak walikota @username @username . Lapor pak. Semalam saya keliling kota ( Sabtu 18 Juli ) dan melihat banyak sekali kerumunan orang di seputar jl.Imam Barjo ( pahlawan belok ke Undip bawah ), nonkrong lesehan pak, dan tanpa masker. Tidak ada jaga jarak karena benar2 bergerombol. Di jl.Pahlawan jg ada pak. Di jl.Siliwangi ada toko Balad, nah di belakang ( arah ke gang , sepanjang selokan ) itu ada lesehan, dan jumlah orang yg berkerumun luar biasa banyak pak. Saya sampai kaget lihatnya. Tentu saja tak mungkin jaga jarak. Juga di KFC Sultan Agung, rame sekali, nggak ada protokol2 kesehatan seperti cek suhu tubuh. Sekedar berbagi info agar bisa ditertibkan demi keselamatan bersama pak, angka positif kita sdh di atas China. Demikian laporan saya pak. Terimakasih sebelumnya",negative,username916,1,2020-07-19
naik mungkin karena semakin banyak yang di tes dan sidak2 pasar juga semakin ketat,negative,username917,1,2020-06-19
"Perlu diadakan lagi patroli layaknya awal pspb...makin kesini masyarakat abai dan byk yg egois serta terkesan gak ada tindakan dari manapun..jika langkahnya penertiban hanya dijalan jalan protokol saja maka akan sulit sampai ke lingkup kampung...kami sangat patuh dgn segala anjuran pemerintah tetap prokes ketat, namun jika lingkung kiri kanan abai juga tdk bisa efektif pencegahannya...repotnya jika sesama warga mengingatkan justru jadi salah paham. Mhn kiranya dinas terkait wilayah kota semarang menggalakan lagi upaya pencegahan dan bukan sekedar himbauan...mhn maaf ini keadaan riil masyarakat, sekedar masukan demi kebaikan seluruh warga..nuwun sewu🙏",negative,username918,5,2021-01-05
Gajahmungkur klaster apa Iki min?,neutral,username919,2,2020-09-29
"Racun drakor smp ke kantor ya min, semoga mamahku di bag.yankes gag nonton min , belbahaya..",positive,username920,0,2021-04-27
"Naik turun...ngeri...ayo mbok podo sadar, pakai masker, jaga jarak, jangan kumpul², cuci tangan pakai sabun..",positive,username921,0,2020-09-13
"Nyaris 900 🤔 Pak @username ayolah pak, jangan buat herd imuniny di Semarang. Ngeri..",negative,username922,1,2020-12-26
"woy tembalang tolong lah 🙃🤦‍♀️,maskere ojo lali rekk",negative,username923,0,2020-07-28
Staff dinkes semarang tolong kalo posting info begini.. kalo ada masalah pendaftaran segera di reply dong.. spy ada jalan keluar.. kalo dibiarkan aja.. buat apa posting info ini..,negative,username924,3,2021-06-05
"@username,",neutral,username925,0,2021-06-21
"Wohoooo, akhirnya dibawah 500.. semoga saja besok tidak ada kenaikan drastis aamiin",positive,username926,8,2021-02-27
YaAllah beringin ngeri 😢 ngaliyan jadi peringkat satu 😢,negative,username927,1,2020-08-10
"Ini di rumdin walikota ya, hehe semoga para pejuang swab negatif selalu semangaaat 👏👏",positive,username928,3,2020-07-20
"Semarang, yoh iso yoh. 🙏",positive,username929,2,2020-07-10
@username,neutral,username930,0,2020-11-10
"Alhamdulillah... 😍 ayo terus turun! ayo OR, jaga pola makan, pake masker, sering2 cuci tangan, dan JANGAN STRESS, naikkan imun dg cara BAHAGIA! 😍 semoga cepet berlalu dan anak2 bisa kembali sekolah Aaamiiin... 😍",positive,username931,0,2020-11-03
"Pye to Ki koq tmbh bnyk,tlg donk ksh sanksi tegas ja wat yg g taat prokes.jgn ksh kendor.....klo gni trus kpn berakhir #covidkapankelar 😪😪😪",negative,username932,1,2020-12-27
"Min mau nanya, kemarin temen saya kecelakaan, terus di haruskan oprasi pada bagian kepala dan harus di buka tempurung kepalanya, kog diharuskan swab , terus hasilnya positif, dan selama 9 hari cma dirawat biasa, dan ibunya protes ke pihak ruma sakit, malah di marahi karena udah ada sop nya . Itu nyawa min. Jika ada hal tidak dininginkan yang tanggung jawab siapa??? Jika teman saya meninggal yang tanggung jawab siapa??? Ya Puji Tuhan sekarang sudah membaik.. Mohon min kejelasannya",neutral,username933,1,2020-08-31
"Astaghfirullah... Semarang membara lagi... ??????,",negative,username934,0,2021-06-06
Kapan sepedaan lagi pak Kadis?,neutral,username935,0,2020-09-10
"Wah, kalau harus mengganti masker 4 jam sekali rasanya gak ada yg sanggup, kebanyakan 1 hari sekali ganti masker,",negative,username936,0,2021-06-06
Alhamdulillah.....semoga turun terusss......,positive,username937,0,2021-02-16
Min mau tanya...untuk prosedur karantina yg di pemkot gmn ya??,neutral,username938,0,2021-03-15
Semoga turun terus,positive,username939,0,2021-01-21
toko apa di subali raya???,neutral,username940,0,2020-09-11
"Tibake besok naik lagi 50-100 kayak tanggal 5 maret 378 6 maret jd 422 😂 tolong jgn cuma dihitung jumlah positifnya aja (yg seolah2) makin turun min, tapi coba angka aktif, angka baru dan jumlah tracing harian, biar transparan, jd nggak cuma ngasih harapan yg meragukan gini 🙃",negative,username941,10,2021-03-12
"tlogosarikulon??,",negative,username942,1,2021-06-17
Data Kemenkes Data Nasional wilayah Jateng (penambahan) 21 Juni 2020 pkl 12.00 : 99 kasus 22 Juni 2020 pkl 12.00 : 49 kasus 23 Juni 2020 pkl 12.00 : 49 kasus Kota Semarang (penambahan) 22 Juni 2020 pkl 16.00 : 105 kasus Bisa bantu dijelaskan min... 🙏🙏🙏,negative,username943,0,2020-06-23
"Naik lagi ??,",negative,username944,0,2021-06-23
Sudah vaksinasi ke2 tadi pagi. Yerimakasih,positive,username945,0,2021-04-20
@username sehat2,neutral,username946,0,2020-11-07
"Alhamdulillah..,turun terus jg naik lg......",positive,username947,0,2020-11-08
Ayooo SEMARANG ndang SEHATTTT MENEHHHH 🙌,positive,username948,0,2020-09-11
Itu data global yg terinfeksi apa cuma yg menjalani rawat inap di rs kak min ? @username,neutral,username949,0,2020-11-23
"Kami daftar pilih puskesmas terdekat dg rumah, saat panggilan lokasi vaksin di PRPP, apa memang ini di pusatkan di sana",neutral,username950,0,2021-03-22
Yoh sendangmulyo iso yoh 👏👏👏,positive,username951,0,2021-03-11
Mlah naek trus🔥🔥🔥 sp ni yg mbandel... Jgn gr2 ngrasa dah vaksin jd kebal ya😤,negative,username952,1,2021-03-28
"lakukan lockdown sementara lagi aja, masuk angka 1000 itu dah cukup parah, harus segara dipertegas",negative,username953,0,2021-01-09
Makasiih infonya ya minkes 😘,positive,username954,0,2020-07-31
Mksh infonya......prihatin banget.....naik terus....🙏🙏🙏,positive,username955,2,2021-05-31
👍,positive,username956,1,2020-09-03
"pantes yeu Mark NCT bucin semangka, manfaatnya banyak ...",neutral,username957,0,2020-11-02
apakah yg dibuka utk umum seluruh kota semarang atau tertentu saja..?,neutral,username958,0,2021-05-14
"Vaksin untuk 18+ dipercepat...!!!,",neutral,username959,1,2021-06-12
"Halo Admin, mau tanya, rumah sakit mana yg sudah menggunakan G-nose dari UGM ?",neutral,username960,0,2021-01-21
Krapyak naik terus... Warganya udh pd ndak maskeran,negative,username961,1,2021-04-22
"Naik turun naik naik turun naik,",neutral,username962,0,2021-06-07
Puji Tuhan...mlorot👏👏👏,positive,username963,1,2021-05-02
"sendangmulyo 30??????,",neutral,username964,0,2021-06-12
"??,",positive,username965,0,2021-06-05
"Maaf saya mau tanya, mungkin lancang pertanyaan saya. Ini nanti dapat fee atau insentif tidak ya? Lalu untuk penempatannya di rumah sakit atau tempat isolasi? Terimakasih,",neutral,username966,0,2021-06-18
ga turun turun lagi 😢,neutral,username967,1,2021-04-22
"Yok hujan aja trus yuk biar org2 males keluar rumah , tapi jangan banjir, ppkm nggk bikin org males keluar rumah, yg bikin orng mles keluar rumah ya hujan hahahahaha",neutral,username968,0,2021-02-27
Astaga,negative,username969,1,2020-09-03
Min @username dri 1thn yg lalu kalau himbauan ke warga ttg protkes bnyak yg patuh...angkanya pasti ngga smpai sekian...udah dong pak @username buat kebijakan dgn kearifan lokalnya....mau tunggu sampai kapan pak? Jgn dihimbau2 only pak...warga butuh peraturan tegas... ,negative,username970,29,2021-06-20
"Jateng masuk 3 besar terusss ya? Mantapp lah yg penting ekonomi lancar ya, ga peduli sama kesehatan warganya 🤭🤭🤭",negative,username971,1,2020-12-15
Penggaron kidul ws zona hijau,positive,username972,0,2020-08-01
Iki lho ternyata info sing anyar buk @username ,positive,username973,1,2021-06-21
❤️Terimakasih banyak.... Minkes...... sdh di transfer pulsa..... Berkah..... berkah.... berkah.... 🙏,positive,username974,0,2021-04-24
Update kamis yg naik banyak ngaliyan bisa sampe 56 update jumat turun satu ngaliyan jadi 45,neutral,username975,0,2020-09-25
Update data hari ini berapa min?semoga semakin turun & berkurang 🙏,neutral,username976,0,2020-07-24
750 + 159.. total msh 909... betul begitukan baca infografisnya min?,neutral,username977,0,2020-07-25
mas ngawi? 😂,neutral,username978,0,2021-01-08
Ini knp woe @username,neutral,username979,0,2020-07-27
"Gak ada rencana 'tarik rem darurat' atau sejenisnya pak @username @username?,",neutral,username980,0,2021-06-15
"Gemah tambah banyak aja nih 😢 Semoga yang sakit segera disembuhkan, yang sehat selalu dilindungi... Aamiin",positive,username981,0,2020-12-02
munggah munggah e duwur men to lur,negative,username982,0,2020-12-15
"Innalillahi wa inna ilaihi roji'un,selamat jalan bu Yuniar semoga husnul khotimah dan keluarga yg di tinggalkan diberikan kesabaran dan ketabahan,Aamiin YRA",neutral,username983,5,2021-01-21
"Kepada dinas kesehatan, ada informasi yg menyatakan test swab kedua setelah dinyatakan positif Corona Covid-19 dg test swab pertama harus dilakukan secara mandiri. Benarkah itu ? Karena andai itu benar, sangat membebani masyarakat. Ekonomi masyarakat masih belum pulih dan masih dibebani beaya swab mandiri jika ingin dinyatakan sehat dr Covid-19. Mohon pencerahannya....",negative,username984,1,2020-12-15
Info pendaftaran merek dagang dong min ?..,neutral,username985,0,2020-06-30
14hr setelah pilkada 😁 sesuai sama waktu siklus virus utk berkembangbiak 😁😁,negative,username986,4,2020-12-24
???????? ,negative,username987,0,2021-06-21
"Goro2 wong kudus ki.. Do ngeyel jagani pasien covid ne RS..,",negative,username988,5,2021-06-06
Yoh iso yoh,positive,username989,0,2020-07-29
"Ga heran kalau gemah banyak. Ibu2 kalau pengajian tahlil seminggu 4x.. Ke Giri juga kalau Kamis,pulang pagi2. hadeeh...",negative,username990,0,2020-11-30
"Sy sdh input NIK & no KK tp kok jawabannya NIK sy blom tercantum di data kependudukan,",negative,username991,0,2021-06-10
Alhamdulillah taakmir masjid saya sudah sepakat memotong di RPH. Lebih aman.,positive,username992,0,2020-07-29
Mksh infonya.....jangan lengah...tetap smangat...jaga stamina 🙏🙏🙏,positive,username993,3,2020-11-30
"Admin, SMA tempat anak saya bersekolah kok mau mengadakan foto katalog, apa memang diperbolehkan? Katanya mengikuti protokol kesehatan dan jadwalnya memang diatur, tapi foto katalog kan mestinya lepas masker. Apalagi fotonya ada foto kelompok kelas dan foto bersama wali kelas dan kelompok ekstrakurikuler. Bagaimana menurut Admin?",neutral,username994,0,2020-09-30
Klo sdh kerokan jadi bagas waras dokoh maem he.... he.....,neutral,username995,1,2020-10-19
"Saya juga merasa terganggu dengan orang merokok seenaknya di jaln jaln pas naik motor juga , dengan santainya. Tdak ada sanksi tegas apapun. Kitayg sdah taat prokes mau pakai masker jenis apapun ttp bisa cium asap rokoknya, 😭 yaa klo yg rokok sehat, klo dia otg. Kan dia bisa menyebarluaskan 😭😭😭 yaa Allah",negative,username996,4,2020-12-14
Semarang barat kok merah sekali???,negative,username997,0,2020-09-30
Kak.. saya uda dftr kuq gag ada pilihan faskes nya ya? @username,negative,username998,0,2021-06-24
tingkatkan iman dan imun @username @username @username @username @username #ngabuburitbarengminkes #giveawaydariminkes,positive,username999,2,2020-04-30
😂,positive,username1000,0,2020-09-19
Mksh infonya.....ayo jangan lengah...jangan kendor...pasti bisa....dr kita tuk kita bersama.....jaga stamina n kesehatan....tetap smangat....🙏🙏🙏,positive,username1001,0,2021-02-24
Kel Banyumanik kok naik......smg berakhir Aamiin....🤲🤲🤲,positive,username1002,1,2020-12-13
"Ya bisa karena orang cenderung Tertib KLO ada yg ngawasin,klo ada sanksi yg tegas.. karena mengharapkan kesadaran diri sendiri masih rendah,klo cm sekedar himbauan dan tulisan2 sebesar gaban cm dianggap pemanis dan pelengkap saja",negative,username1003,3,2020-07-02
Kok ada 3 siapa ya ???😢,neutral,username1004,1,2021-02-16
Pakai aplikasi apa to,neutral,username1005,0,2020-08-05
🤘🏽🤘🏽🤘🏽 666,neutral,username1006,3,2020-08-01
"Alhamdulillah. Yok turun terus,",positive,username1007,7,2021-06-23
"Bapak pegawai dkk semarang,maaf dilah mau tanya apakah betul di kelurahan bugangan ada 2 kasus covid-19,klo betul di kampung mana itu bapak.Dilah jadi was-was kan dilah juga terdiagnosa lupus dm dan alhamdullilah 1 th ini kondisi membaik dan rutin kontrol terus ke rs kariadi,klo ada keluhan ibunya dilah sigap lsg kepuskesmas/ telp ambulan hebat,usia dilah 10.5 th,dilah terdiagnosa lupus 7.11.17 klo diabetnya 8.8.18.",neutral,username1008,0,2020-08-08
jangan lupa jaga jarak min @username 😂😂,positive,username1009,0,2020-07-21
"pak @username @username ...nek wis podo ngeyel ambil jalur tegas aja pak....mau pkm lg ya monggo....wis podo angel diandeni soale pak....kasian anak2 yg msh kecil dan mereka yg taat,",negative,username1010,0,2021-06-17
Ngeri wonodri,negative,username1011,0,2020-06-22
"Mas admin, urutan kelurahane kok ganti terus.. Saran, urutin paling banyak dalam sekecamatan pripun??",negative,username1012,1,2020-07-16
klo mau tes ( tanpa sakit ) kira² dikenai biaya brp ya kak ?? ato di cover bpjs ?,positive,username1013,0,2020-07-22
Mksh infonya.......ayo saling menjaga keluarga.....jaga stamina...positif n smangat....pasti bisa....jangan bosan tuk slalu mengingatkan....pesan ibu 3M....hindari kerumunan....kita pasti bisa.....🙏🙏,positive,username1014,3,2020-12-15
"Min, mau nanya jika 2 pralansia umur d atas 50th n umur mau 45th apa bisa? Jika mau ikut vaksin 3 in 1,",neutral,username1015,0,2021-06-23
"Kaet kae sing abang yo abang terus, realita lapangan pd kagak peduli....",negative,username1016,0,2020-12-27
Sendangmulyo oh sendangmulyo😢,neutral,username1017,0,2021-05-06
"Jng kesemarang sik wis bon @username,",neutral,username1018,0,2021-06-09
@username,neutral,username1019,2,2020-09-10
"Zona merah 0. tp zona kuning akeh. Yg OTG banyak kah? Masih gak pakai masker . Yang isoman masih keluar2 rumah dengan dalih mung Nyang warung kok. Njut kapan meh mangkat sekolah tatap muka,",neutral,username1020,0,2021-06-09
Alhamdulillah smg trus trun🙏,positive,username1021,0,2021-02-02
@username Min untuk demam itu naik turun apa stabil y dikisaran >38..biasanya brp hari..,neutral,username1022,0,2020-06-17
Mawut,negative,username1023,0,2021-03-24
"??????,",positive,username1024,0,2021-06-08
"@username,",neutral,username1025,0,2021-06-23
@username,neutral,username1026,0,2020-09-09
Sehat sehat selalu dokter,positive,username1027,0,2020-08-20
72x #salamsemarangsehat #dkksemarang #dinkeskotasemarang #podcasdinkes,neutral,username1028,0,2020-12-30
Tembalang bagian bawah ayo patuhi prokes,positive,username1029,0,2020-12-19
"Sdh seneng saat sempet dibawah 400, skrg naik lagi 😪😥",negative,username1030,0,2020-11-10
update terbaru mana min,negative,username1031,2,2020-06-25
Sendangmulyo kenthippp ndaaaa,negative,username1032,0,2020-12-24
Laporan data covid minggu blm di upload ya 🙄,neutral,username1033,2,2020-10-04
Maaf min...klo link nya utk kota wonogiri apa ya min...,neutral,username1034,0,2021-03-22
Alhamdulillah turun,positive,username1035,0,2021-02-13
Tenan po rak iki mas bud @username,negative,username1036,0,2020-06-26
"Merah >5 terkonfirmasi covid per rumah/RT,",neutral,username1037,0,2021-06-08
"Update hari ini, Jumat, 25 September 2020 belum ada @username @username",neutral,username1038,0,2020-09-25
Keknya pny dendam sm sendangmulyo nich yg nulis😂🤭,neutral,username1039,0,2021-03-09
"Jatisariii😨😨..pak @username razia di jatisari ..dsna masyarakat nya banyakkk yg msih nakal.tdk pakai masker..nti kalau diingetin ngamukkk.tolong diberi penyuluhan lebih giat lagi disna pakk.di pasar,alun2 jatisari nya kalau sore ramee bgt bnyk g pk masker ibu2,anak muda nya juga,bapak2 juga",negative,username1040,5,2020-08-07
Hanya saran sebaiknya difikirkan lebih dahulu lokasinya krn kasihan pihak sekolah disekitarnya... Dan saya termasuk orang tua siswa yg sekolah disekitarnya agak menyayangkan hal ini 😢,negative,username1041,2,2021-02-11
Klo non lansia mau vaksin syarate harus bawa 2 org lansia ya ....,neutral,username1042,0,2021-05-16
"Min, adikku terdeteksi covid 19 dari hasil PCR test RS Panti Wiloso kemarin Sabtu pagi. Dan RS katanya mau melaporkan ke Dinkes, koq datanya belum ada di sini utk kelurahan Petompon?",negative,username1043,0,2020-06-21
"Dr. Fitri , dokter anak manangku🤍🙏😊",positive,username1044,0,2020-06-17
"Itu jumlah yg luar kota 375 kiriman pasien positif dr kudus bukan?,",neutral,username1045,7,2021-06-07
Wew sangar masuk tv nda panadaaa wkwkwk @username @username @username 🔥🔥,neutral,username1046,0,2020-09-21
Alhamdulillah....semoga covid lekas hilang dari kota semarang,positive,username1047,0,2021-03-29
Ngene kok yo ono mbok2 ngedrel gek ndang diadakne kumpulan PKK RT meneh.😢,negative,username1048,7,2020-09-27
Sendangmulyo harus diperketat lagi...jng malam tok tp pagi dan siang itu orang berkerumun.harus tegas!!!,negative,username1049,3,2021-01-21
"Maaf min, di gambar tertulis +4 tapi di Semarang barat kok dari 79 bisa jadi 90 ? Dan Ngaliyan dari 47 jadi 56. Ini hitungannya gimana ya ? Ada yang bisa bantu ? Atau mungkin bapak @username bisa bantu jelaskan ?!🤔",neutral,username1050,1,2021-01-22
"Kalo vaksinnya di sawah gitu harus ndaftar dulu apa tidak Min?,",neutral,username1051,0,2021-06-07
"Semarang rasa kuningan????,",neutral,username1052,3,2021-06-08
Semoga yang kena Covid-19 cepet sembuh ,positive,username1053,9,2021-06-22
semangat min.. semangat semuanya.. yok bisa yok bisa 🙌,positive,username1054,1,2020-06-28
Semoga cepat hilang wabah covid,positive,username1055,0,2021-01-02
Puji Tuhan turun lagi...,positive,username1056,1,2020-08-14
Semarang barat kok akehmen 😭,negative,username1057,1,2020-08-21
"Kategori pelayan publik itu = karyawan toko pakaian/boutique apa bisa juga mendaftar .?,",neutral,username1058,0,2021-06-15
"Sdh nyoba, tapi apa daya .. ditunggu gak datang2, capek lapor, ..,",negative,username1059,2,2021-06-23
"Alhamdulillah... Ayoo terus turun... Ternyata butuh PKMM.. Jangan kendor untuk terus patuhi prokes... Di Supriyadi masih saja banyak yang melanggar menentang arus padahal sangat membahayakan... Colek Bapak @username,",positive,username1060,0,2021-06-23
😭😭koq msih blom sadar sih??,negative,username1061,0,2020-09-08
Puji Tuhan.....mksh infonya....ayo pasti bisa....tetap smangat terus....tetap lanjut protokol kesehatan...tuk kita semuanya. Jaga stamina n kesehatan....jangan kendor....ayo...pasti bisa 🙏🙏🙏,positive,username1062,3,2021-02-28
"Yg gak lapor lebih banyak... Jaga prokes,",neutral,username1063,0,2021-06-24
"Alhamdulillah... Byk yg sembuh,",positive,username1064,1,2021-06-23
"Turun yuk turun.... Puji Tuhan ??,",positive,username1065,2,2021-06-23
"Gimana nanti libur natal dan tahun baru ya ,",neutral,username1066,0,2020-12-22
"Mksh infonya.....ayo tetap smangat....pasti bisa....??????,",positive,username1067,0,2021-06-07
Munggah terosss cok,negative,username1068,0,2020-11-25
@username Perhatikan,neutral,username1069,0,2020-06-09
"pagi, utk korporasi pelayanan publik itu meliputi apa saja ya, misal perusahaan bahan baku apakah bisa dan mekanismenya bagaimana, mhn tanggapannya ????,",neutral,username1070,1,2021-06-17
"Ini luar kota nya 455 sadis di impor ke semarang semua,",negative,username1071,3,2021-06-09
Masyarat makin tertib sebagian..tapi yg mengabaikan juga makin banyak...ini yg kami rasakan...mohon pemerintah tetap melakukan edukasi dan pemberitaan yg imbang dan jujur..area mana saja yg jadi kluster baru..agar kami yg masih tertib tetap waspada🙏🙏🙏,positive,username1072,0,2020-07-08
",p,",neutral,username1073,0,2021-06-18
Tembalang kiii jane py tow... Kok g mudun2,negative,username1074,0,2020-08-15
"Naik turun , kayak nganu",neutral,username1075,0,2021-03-06
@username gek ndang medun yo meh dolan aku 😄,neutral,username1076,0,2021-02-15
"Edan.....edan.....lha koq mlah naek,jgn kek di India lho.....berasa kebal stlh vaksin.mkin ksni makin bnyk yg g prokes...pngen nabok i org yg ndableg prokes😂,",negative,username1077,2,2021-04-22
"Min saya g bisa tdr Krn saya dimaki2 orang saya dituduh ngerusak celana nya yg sudah dipakai1,5 th pantatnya bolong.nyesek banget keingat terus jd g bisa tidur",neutral,username1078,1,2021-01-24
Wadidawww...... Naik lagihh... Hasil ngantri iwak paus LED kah?,negative,username1079,4,2020-08-29
"Min kalau ada vaksin Astrazeneca mau dong min, ??,",positive,username1080,0,2021-06-15
Emoh ah...aku ora gelem...aku wegah ketularan corona...luwih becik aku ning omah wae...aman tur wareg 😂😂,positive,username1081,4,2020-07-20
Mundak teros korbane😫,negative,username1082,0,2020-06-08
"@username,",neutral,username1083,0,2021-06-21
"Saya uda daftar u pralansia. Tp di bawahnya kok di tulis bawa lansia 2 orang u vaksin juga. La yg lansia uda pd vaksin sebelumnya tu gimn,",negative,username1084,0,2021-06-09
❤️,neutral,username1085,0,2021-02-25
Kok masih 400an ya. (Sisa dari luar kota) kapan sekolah nek kayak gini. Prokes mana prokes,negative,username1086,1,2021-06-03
"Di krapyak banyak penjual kuliner yg ndak pakai masker, ada WM yg pegawainya ndak pakai masker semua, hrs di tertibkan",negative,username1087,1,2021-01-24
Apakah benar pemberitaan klo 20 asn semrang poaitif corona ya min?,neutral,username1088,0,2020-06-11
@username alhamdulillah udah menurun,positive,username1089,0,2020-09-12
"Min jangan lupa pake masker dan face shield nya yah .. jangan lupa minum yang anget2 ,jahe anget bagus min .. 😁😘😘",positive,username1090,1,2020-07-10
Gas poll menuju 100! Insya Allah,positive,username1091,0,2021-03-18
Kemarin dah turun 11 sekarang kok naik lagi ya mas ?,negative,username1092,0,2020-06-16
Dsr ndablek,negative,username1093,0,2020-06-08
🤣🤣,neutral,username1094,0,2021-03-18
"min kalo udah daftar link vaksin di sampokong, kapan dismsnya ya?,",neutral,username1095,0,2021-06-13
Tunggal Dara kyk nama PO Bus 😅,neutral,username1096,0,2020-07-07
Mksh infonya.......ayo tetap jaga stamina n patuhi protokol kesehatan.....🙏🙏🙏,positive,username1097,1,2020-12-06
"Assalammualaikum wr.wb.Pagi bapak/ ibu pegawai dinas kesehatan kota semarang.Maaf bugi mau memberitahu aja mohon supaya di pasar regol bugangan juga di adakan swab masal soalnya di pasar regol bugangan masih pada ndablek-ndablek tidak pakai masker dan tidak jaga jarak baik pedagang / pembeli/ orang yg lewat juga masih banyak yg tidak pakai masker .Sepertinya diwilyh pasar regol bugangan,tidak menggubris ttg bahaya covid-19.Klo ada petugas baru pakai masker.Padahal sudah di woro-woro sama petugas kesehatan bugangan tapi pedagang/pembeli/ orang hanya sekedar lewat masih dablek tidak pakai masker.Bugi memberitahukan begini karena anak bugi yang namanya dilah natalia juga punya riwayat penyakit lupus dm sejak 7.11.17 masih pengobatan terus,usia 10 th.berhenti pengobatan di rs kariadi klo Allah SWT memanggilnya.Dilah natalia nyawa serep 1,5 th hanya berbaring di tempat tidur aja tidak bisa jalan dlm kondisi memprehatikan.Dan bersyukur banget bugi karena 1 th kondisi dilah sehat walafiat bisa jalan seperti anak-2yg lain dan bisa mengikuti pelajaran sekolah sepeti anak -anak yang lain.Di kantor ambulan hebat nama dilah sudah terdata sampai sopir,dokter,perawat ambulan hebat siaga / ambulan hebat gawat darurat sudah paham dilah.Dokter defi yg sekarang dinas di dkk semarang sudah faham dilah dulu kepala dinas puskesmas bugangan.Demikian ibu/ bapak kepala dinas kesehatan kota semarang keterangan yg bugi sampaikan.Wassalammualaikum wr.wb.Makasih dan selamat bekerja bapak / ibu pegawai dinas kesehatan kota semarang.",negative,username1098,4,2020-06-08
Itu vaksin nya pakai yg vaksin apa om?,neutral,username1099,0,2021-04-19
"jangan buru2 puas dgn jumlah test yg sekarang.. buktinya angka yg terpapar naik lagi.. coba lebih sering diadakan test masal, jemput bola, sidak t4 tongkrongan, langsung test jgn cuma sidak anjuran 3M.. lebih baik waspada thdp jumlah OTG, dgn lebih gencar test lagi.. drpd ada kasus, baru melakukan tracing.. 🙏",negative,username1100,1,2020-11-12
👏👏👏👏👏,positive,username1101,0,2021-02-04
Banyumanik 😭😭😭😭,negative,username1102,0,2020-10-31
Bismillah semarangzonahijau,positive,username1103,5,2020-07-13
"@username bang dijajal,",neutral,username1104,1,2021-06-16
Wkkkk,positive,username1105,0,2020-08-06
"Alhamdulillah udh turun.. Selalu jaga kesehatan dan ikutin prokes.. ??,",positive,username1106,0,2021-06-23
